1,-2.21,,0.00
2,4.81,,0.00
3,1.49,,0.00
4,3.08,,0.00
5,4.19,,0.00
6,2.47,,0.00
7,-1.03,,0.00
8,-1.03,,0.00
9,-0.71,,0.00
10,-2.35,,0.00
11,1.39,,0.00
12,0.61,,0.00
13,-4.64,-2.43,0.00
14,-2.37,-7.18,0.00
15,-0.64,-2.13,0.00
16,-1.33,-4.41,0.00
17,4.02,-0.17,0.00
18,5.64,3.17,0.00
19,-1.78,-0.75,0.00
20,2.99,4.02,0.00
21,2.63,3.34,0.00
22,-2.91,-0.56,0.00
23,3.43,2.04,0.00
24,7.16,6.55,0.00
25,8.07,12.71,0.00
26,-11.03,-8.66,0.00
27,2.46,3.10,0.00
28,4.77,6.10,0.00
29,0.27,-3.75,0.00
30,-3.16,-8.80,0.00
31,-0.86,0.92,0.00
32,-3.73,-6.72,0.00
33,-4.69,-7.32,0.00
34,3.64,6.55,0.00
35,2.68,-0.75,0.00
36,-6.12,-13.28,0.00
37,9.52,1.45,0.00
38,2.96,13.99,0.00
39,-0.59,-3.05,0.00
40,-2.48,-7.25,0.00
41,-4.86,-5.13,0.00
42,2.89,6.05,0.00
43,0.27,1.13,0.00
44,-1.20,2.53,0.00
45,5.35,10.04,0.00
46,1.20,-2.44,0.00
47,7.55,4.87,0.00
48,-2.68,3.44,0.00
49,-6.81,-16.33,0.00
50,9.59,6.63,0.00
51,4.51,5.10,0.00
52,1.49,3.97,0.00
53,2.14,7.00,0.00
54,2.13,-0.76,0.00
55,3.45,3.18,0.00
56,1.55,2.75,0.00
57,-0.07,-5.42,0.00
58,3.89,2.69,0.00
59,-8.67,-16.22,0.00
60,3.28,5.96,0.00
61,6.06,12.87,0.00
62,6.54,-3.05,0.00
63,3.30,-1.21,0.00
64,-0.77,-2.26,0.00
65,-1.27,-3.41,0.00
66,-6.07,-8.20,0.00
67,-2.86,-6.31,0.00
68,-7.48,-9.03,0.00
69,-0.36,-0.29,0.00
70,1.52,-2.37,0.00
71,-9.39,-0.72,0.00
72,-0.71,-3.99,0.00
73,-6.55,-12.61,0.00
74,-6.54,-13.08,0.00
75,-5.88,-9.18,0.00
76,-6.65,-5.88,0.00
77,-3.88,-2.61,0.00
78,-2.07,4.00,0.00
79,-2.41,0.45,0.00
80,0.24,7.72,0.00
81,-4.91,-4.55,0.00
82,-2.61,-4.13,0.00
83,-4.54,4.85,0.00
84,3.63,4.34,0.00
85,-2.79,3.76,0.00
86,-3.19,3.35,0.00
87,5.22,11.10,0.00
88,0.42,7.07,0.00
89,0.95,4.83,0.00
90,4.11,6.18,0.00
91,-2.85,-0.44,0.00
92,0.14,-0.10,0.00
93,-0.93,3.98,0.00
94,1.59,4.20,0.00
95,-0.15,4.39,0.00
96,3.69,0.06,0.00
97,-0.46,2.33,0.00
98,4.70,7.89,0.00
99,-1.60,-6.82,0.00
100,-3.11,-3.53,0.00
101,-7.94,-8.89,0.00
102,-2.80,-6.91,0.00
103,0.74,3.59,0.00
104,1.24,1.10,0.00
105,-3.04,-2.11,0.00
106,2.56,0.97,0.00
107,-0.68,-0.53,0.00
108,-1.37,-5.06,0.00
109,-2.30,-1.84,0.00
110,3.73,-0.97,0.00
111,-5.54,-3.94,0.00
112,0.78,3.89,0.00
113,0.33,8.27,0.00
114,1.58,4.38,0.00
115,-1.41,-2.15,0.00
116,-3.97,-5.21,0.00
117,-4.42,-1.38,0.00
118,-0.37,-2.93,0.00
119,-8.23,-7.55,0.00
120,0.60,1.97,0.00
121,-1.43,0.87,0.00
122,-1.94,-5.67,0.00
123,3.83,9.37,0.00
124,-5.50,-6.28,0.00
125,-2.10,-2.43,0.00
126,-0.97,-2.55,0.00
127,-1.72,-0.31,0.00
128,-3.17,0.80,0.00
129,0.76,5.18,0.00
130,0.21,0.58,0.00
131,-3.51,4.72,0.00
132,-1.51,-2.11,0.00
133,-0.16,1.27,0.00
134,2.79,4.73,0.00
135,-9.72,-13.55,0.00
136,-3.31,2.19,0.00
137,4.74,6.84,0.00
138,2.23,3.20,0.00
139,-1.37,0.35,0.00
140,0.47,3.64,0.00
141,6.21,5.45,0.00
142,1.57,1.36,0.00
143,2.77,6.28,0.00
144,4.27,5.78,0.00
145,-1.32,-1.16,0.00
146,6.98,4.19,0.00
147,-2.01,7.71,0.00
148,-1.48,1.83,0.00
149,-0.71,-5.45,0.00
150,-3.92,-6.15,0.00
151,0.77,2.14,0.00
152,0.05,-0.42,0.00
153,-4.02,-10.23,0.00
154,2.41,0.84,0.00
155,11.10,8.33,0.00
156,4.60,0.33,0.00
157,3.19,4.51,0.00
158,6.36,-0.62,0.00
159,1.76,3.77,0.00
160,-0.07,1.41,0.00
161,2.77,3.48,0.00
162,-1.88,2.04,0.00
163,0.34,-0.43,0.00
164,9.03,8.98,0.00
165,6.20,10.22,0.00
166,2.02,-0.39,0.00
167,-6.30,-17.40,0.00
168,-11.38,-15.98,0.00
169,-1.28,-4.47,0.00
170,-5.32,-11.68,0.00
171,-5.32,-7.08,0.00
172,4.68,4.75,0.00
173,2.58,-0.19,0.00
174,-1.60,0.28,0.00
175,3.98,3.64,0.00
176,2.55,-6.48,0.00
177,-1.91,-8.11,0.00
178,0.54,-1.48,0.00
179,7.16,13.46,0.00
180,8.22,19.60,0.00
181,5.52,6.80,0.00
182,1.98,7.30,0.00
183,-2.57,2.75,0.00
184,1.37,-3.31,0.00
185,-2.84,-5.42,0.00
186,1.43,3.03,0.00
187,2.48,-1.50,0.00
188,1.14,-1.41,0.00
189,4.34,6.25,0.00
190,-8.23,-8.77,0.00
191,-1.85,-9.01,0.00
192,4.22,-4.00,0.00
193,0.50,-5.02,0.00
194,-3.32,-5.30,0.00
195,-1.76,0.81,0.00
196,1.68,0.31,0.00
197,-0.26,2.58,0.00
198,-3.80,-5.23,0.00
199,3.75,1.27,0.00
200,5.29,4.15,0.00
201,-4.90,-9.24,0.00
202,1.94,10.17,0.00
203,-1.76,0.09,0.00
204,2.55,-1.67,0.00
205,-1.98,-2.48,0.00
206,-5.53,-2.21,0.00
207,2.70,4.46,0.00
208,0.46,-1.22,0.00
209,1.87,2.13,0.00
210,-2.75,1.05,0.00
211,-4.63,-8.38,0.00
212,-5.48,-10.77,0.00
213,3.26,8.16,0.00
214,1.16,-0.78,0.00
215,-0.47,1.29,0.00
216,4.53,1.98,0.00
217,-3.91,-1.93,0.00
218,2.94,8.47,0.00
219,-0.13,-2.83,0.00
220,0.74,0.28,0.00
221,0.96,-0.91,0.00
222,1.10,3.85,0.00
223,-0.53,4.10,0.00
224,-1.24,4.24,0.00
225,2.83,-0.43,0.00
226,1.01,-0.15,0.00
227,4.69,5.16,0.00
228,-2.70,-7.23,0.00
229,14.08,17.99,0.00
230,0.29,-2.65,0.00
231,1.18,1.31,0.00
232,7.51,6.77,0.00
233,1.11,0.15,0.00
234,2.80,1.70,0.00
235,3.49,4.02,0.00
236,2.50,3.74,0.00
237,-3.39,-6.22,0.00
238,-2.01,-3.02,0.00
239,2.94,-1.75,0.00
240,5.85,8.55,0.00
241,-2.83,-16.91,0.00
242,-6.23,-6.52,0.00
243,8.82,7.64,0.00
244,-4.49,-12.00,0.00
245,0.09,-1.02,0.00
246,-2.82,-5.62,0.00
247,-2.23,-5.72,0.00
248,3.77,1.27,0.00
249,2.62,6.01,0.00
250,2.84,4.85,0.00
251,3.03,0.09,0.00
252,-4.18,-10.03,0.00
253,-0.40,2.43,0.00
254,-6.11,0.12,0.00
255,-2.94,-11.76,0.00
256,-4.70,-0.21,0.00
257,-0.34,-0.43,0.00
258,0.38,3.20,0.00
259,-1.51,0.72,0.00
260,-4.21,-7.98,0.00
261,-4.32,-6.94,0.00
262,-1.72,-4.56,0.00
263,-0.08,-3.11,0.00
264,-2.34,1.84,0.00
265,0.17,0.57,0.00
266,7.93,14.04,0.00
267,-0.59,2.35,0.00
268,-3.03,1.67,0.00
269,-0.88,-0.54,0.00
270,1.57,1.19,0.00
271,-5.09,-3.58,0.00
272,-5.39,-1.18,0.00
273,-5.81,-1.49,0.00
274,-10.40,-8.68,0.00
275,4.01,4.09,0.00
276,-6.45,-4.11,0.00
277,-8.80,-8.97,0.00
278,-9.47,-17.40,0.00
279,-2.94,-2.35,0.00
280,4.79,7.82,0.00
281,-2.07,-1.19,0.00
282,3.32,1.75,0.00
283,-0.91,4.18,0.00
284,2.36,7.75,0.00
285,1.17,6.98,0.00
286,3.90,14.30,0.00
287,1.55,-2.46,0.00
288,-0.62,5.83,0.00
289,-4.48,4.32,0.00
290,-5.44,4.03,0.00
291,-1.72,1.22,0.00
292,0.83,-3.96,0.00
293,-1.64,0.43,0.00
294,4.26,0.94,0.00
295,8.88,9.79,0.00
296,5.02,2.66,0.00
297,-1.05,-2.22,0.00
298,3.01,-0.89,0.00
299,0.23,-1.32,0.00
300,2.81,3.43,0.00
301,8.51,12.99,0.00
302,2.38,7.82,0.00
303,11.76,13.48,0.00
304,5.33,4.50,0.00
305,6.89,8.53,0.00
306,4.65,0.39,0.00
307,9.69,0.81,0.00
308,1.09,-3.93,0.00
309,-0.12,0.93,0.00
310,-1.68,-4.69,0.00
311,5.39,5.16,0.00
312,4.42,1.61,0.00
313,3.49,-5.02,0.00
314,-2.38,-4.76,0.00
315,-8.22,-19.98,0.00
316,-7.55,-12.88,0.00
317,-1.84,-8.73,0.00
318,0.89,-3.76,0.00
319,-2.17,-11.86,0.00
320,-3.53,-4.62,0.00
321,3.42,3.54,0.00
322,-0.86,0.82,0.00
323,-2.65,-8.04,0.00
324,-2.57,-6.99,0.00
325,-0.33,-3.82,0.00
326,-9.73,-7.35,0.00
327,-2.91,5.31,0.00
328,0.78,8.33,0.00
329,2.20,4.04,0.00
330,-1.82,-2.71,0.00
331,-3.51,-1.34,0.00
332,2.26,5.79,0.00
333,-1.64,-5.06,0.00
334,2.68,3.54,0.00
335,-5.74,-3.09,0.00
336,-0.45,2.12,0.00
337,2.36,2.69,0.00
338,-6.36,3.37,0.00
339,2.56,5.47,0.00
340,1.39,0.61,0.00
341,-3.08,-5.28,0.00
342,1.92,3.74,0.00
343,-0.58,2.93,0.00
344,-2.98,-5.24,0.00
345,5.11,6.75,0.00
346,3.07,0.39,0.00
347,5.23,10.97,0.00
348,6.71,7.16,0.00
349,-0.79,-3.15,0.00
350,7.34,13.70,0.00
351,7.74,5.18,0.00
352,2.99,1.60,0.00
353,-2.51,0.57,0.00
354,5.72,3.80,0.00
355,-0.21,0.37,0.00
356,-2.15,0.83,0.00
357,1.28,-3.83,0.00
358,5.38,2.31,0.00
359,9.17,3.94,0.00
360,-0.63,-7.34,0.00
