1/15/1990,9.52
2/15/1991,9.59
11/15/1999,11.10
8/15/2000,9.03
1/15/2006,14.08
3/15/2007,8.82
7/15/2011,8.88
3/15/2012,11.76
7/15/2012,9.69
11/15/2016,9.17
